Working_Year,Designation,Experience,Employment_Status,Salary_In_Rupees,Employee_Location,Company_Location,Company_Size,Remote_Working_Ratio
2022,Data Engineer,MI,FT,13526815.00,US,US,M,100
2022,Data Engineer,MI,FT,11935425.00,US,US,M,100
2022,Data Analyst,SE,FT,8124046.00,US,US,M,100
2022,Data Analyst,SE,FT,6755451.00,US,US,M,100
2022,Data Scientist,SE,FT,10870785.00,US,US,M,100
2022,Data Scientist,SE,FT,7906026.00,US,US,M,100
2022,Data Scientist,SE,FT,9372412.00,GB,GB,M,0
2022,Data Scientist,SE,FT,8331086.00,GB,GB,M,0
2022,Data Scientist,SE,FT,11617147.00,US,US,M,100
2022,Data Scientist,SE,FT,9787049.00,US,US,M,100
2022,Data Engineer,EN,FT,4165543.00,GB,GB,M,100
2022,Data Analyst,SE,FT,7877381.00,US,US,M,0
2022,Data Analyst,SE,FT,9230062.00,US,US,M,0
2022,Data Analyst,MI,FT,8455055.00,US,US,M,0
2022,Data Analyst,MI,FT,10065542.00,US,US,M,0
2022,Data Engineer,EX,FT,19255819.00,US,US,M,100
2022,Data Engineer,EX,FT,15913900.00,US,US,M,100
2022,Data Scientist,MI,FT,5206869.00,GB,GB,M,0
2022,Data Scientist,MI,FT,3124137.00,GB,GB,M,0
2022,Data Engineer,MI,FT,6248275.00,GB,GB,M,0
2022,Data Engineer,MI,FT,4165543.00,GB,GB,M,0
2022,Data Scientist,SE,FT,13146473.00,US,US,M,100
2022,Data Engineer,EN,FT,3644840.00,GB,GB,M,100
2022,Data Scientist,SE,FT,9561071.00,US,US,M,100
2022,Data Analyst,SE,FT,7186717.00,US,US,M,100
2022,Data Engineer,SE,FT,14476875.00,US,US,M,0
2022,Data Engineer,SE,FT,10528636.00,US,US,M,0
2022,Data Engineer,SE,FT,17514043.00,US,US,M,0
2022,Data Engineer,SE,FT,12737486.00,US,US,M,0
2022,Data Scientist,SE,FT,14322510.00,US,US,L,0
2022,Data Scientist,SE,FT,9548340.00,US,US,L,0
2022,Data Analyst,SE,FT,9881736.00,US,US,M,100
2022,Data Analyst,EX,FT,10344035.00,US,US,M,100
2022,Data Analyst,EX,FT,8752645.00,US,US,M,100
2022,Data Analyst,SE,FT,13526815.00,US,US,M,100
2022,Data Analyst,MI,FT,9190277.00,US,US,M,100
2022,Data Analyst,SE,FT,8983397.00,US,US,M,100
2022,Data Analyst,SE,FT,7186717.00,US,US,M,100
2022,Data Analyst,SE,FT,8983397.00,US,US,M,100
2022,Data Analyst,SE,FT,7186717.00,US,US,M,100
2022,Data Engineer,SE,FT,13160795.00,US,US,M,100
2022,Data Engineer,SE,FT,10528636.00,US,US,M,100
2022,Data Analyst,MI,FT,13288107.00,US,US,M,100
2022,Data Engineer,SE,FT,19407001.00,US,US,M,100
2022,Data Analyst,SE,FT,10869194.00,US,US,M,100
2022,Data Analyst,SE,FT,8695355.00,US,US,M,100
2022,Data Engineer,SE,FT,10254519.00,US,US,M,100
2022,Data Engineer,SE,FT,7455662.00,US,US,M,100
2022,Head of Data Science,EX,FT,17823568.00,US,US,M,100
2022,Head of Data Science,EX,FT,13357730.00,US,US,M,100
2022,Analytics Engineer,EX,FT,13924663.00,US,US,M,100
2022,Data Engineer,SE,FT,12460584.00,US,US,M,100
2022,Data Engineer,SE,FT,8657162.00,US,US,M,0
2022,Data Scientist,SE,FT,7602866.00,US,US,M,0
2022,Data Engineer,SE,FT,8991354.00,US,US,L,0
2022,Data Analyst,SE,FT,10741883.00,US,US,M,100
2022,Data Science Manager,SE,FT,12837902.00,US,US,M,100
2022,Data Science Manager,SE,FT,10912241.00,US,US,M,100
2022,Data Scientist,SE,FT,13288107.00,US,US,M,100
2022,Data Scientist,SE,FT,9787049.00,US,US,M,100
2022,Data Engineer,SE,FT,6248275.00,GB,GB,M,0
2022,Data Engineer,SE,FT,5206869.00,GB,GB,M,0
2022,Data Scientist,SE,FT,11935425.00,US,US,M,0
2022,Data Scientist,SE,FT,16828949.00,US,US,M,100
2022,Data Architect,SE,FT,15309172.00,CA,CA,M,100
2022,Data Architect,SE,FT,7216954.00,CA,CA,M,100
2022,Data Analyst,SE,FT,10344035.00,CA,CA,M,100
2022,Data Analyst,SE,FT,4877610.00,CA,CA,M,100
2022,Data Analyst,SE,FT,10344035.00,CA,CA,M,100
2022,Data Analyst,SE,FT,4877610.00,CA,CA,M,100
2022,Data Engineer,SE,FT,12731120.00,US,US,L,0
2022,Data Scientist,SE,FT,11028333.00,US,US,M,100
2022,Data Engineer,SE,FT,10821452.00,US,US,M,0
2022,Data Analyst,MI,FT,4615031.00,US,US,S,0
2022,Analytics Engineer,EX,FT,10741883.00,US,US,M,100
2022,Data Scientist,SE,FT,13526815.00,US,US,M,100
2022,Data Scientist,SE,FT,9787049.00,US,US,M,100
2022,Machine Learning Engineer,SE,FT,15090356.00,US,US,M,0
2022,Machine Learning Engineer,SE,FT,13128649.00,US,US,M,0
2022,ETL Developer,MI,FT,4372901.00,GR,GR,M,0
2022,ETL Developer,MI,FT,4372901.00,GR,GR,M,0
2022,Lead Data Engineer,EX,FT,9404080.00,CA,CA,S,100
2022,Data Analyst,SE,FT,10503174.00,US,US,M,0
2022,Data Engineer,SE,FT,13160795.00,US,US,M,100
2022,Data Architect,SE,FT,16612122.00,US,US,M,100
2022,Data Architect,SE,FT,11760372.00,US,US,M,100
2022,Data Engineer,SE,FT,10900544.00,US,US,M,100
2022,Data Engineer,SE,FT,8081874.00,US,US,M,100
2022,Data Analyst,SE,FT,10254519.00,US,US,M,100
2022,Data Analyst,SE,FT,7455662.00,US,US,M,100
2022,Head of Machine Learning,EX,FT,6289094.00,IN,IN,L,50
2022,Data Engineer,SE,FT,10528636.00,US,US,M,100
2022,Machine Learning Engineer,EN,FT,2967942.00,GB,GB,L,100
2022,Data Analyst,SE,FT,13049398.00,US,US,M,0
2022,Data Engineer,SE,FT,12333273.00,US,US,M,100
2022,Machine Learning Engineer,MI,FT,9893115.00,GB,GB,M,0
2022,Machine Learning Engineer,MI,FT,7810383.00,GB,GB,M,0
2022,AI Scientist,MI,FT,9548340.00,US,US,M,0
2022,Data Analyst,SE,FT,8983397.00,US,US,M,100
2022,Data Analyst,SE,FT,7186717.00,US,US,M,100
2022,Data Analytics Manager,SE,FT,11537578.00,US,US,M,100
2022,Data Analytics Manager,SE,FT,8386625.00,US,US,M,100
2022,Machine Learning Engineer,MI,FT,6996705.00,FR,DE,M,100
2022,Data Engineer,MI,FT,9372412.00,GB,GB,M,0
2022,Data Scientist,SE,FT,17131313.00,US,US,L,100
2022,Data Scientist,SE,FT,12587895.00,US,US,L,100
2022,Data Engineer,SE,FT,16637982.00,US,US,L,100
2022,Data Engineer,SE,FT,12301445.00,US,US,L,100
2022,Data Analyst,SE,FT,9224810.00,US,US,M,0
2022,Data Analyst,SE,FT,6498123.00,US,US,M,0
2022,Data Engineer,SE,FT,13924663.00,US,US,M,100
2022,Data Engineer,MI,FT,7810383.00,GB,GB,M,0
2022,Data Analyst,MI,FT,4615031.00,US,US,S,0
2022,Data Engineer,SE,FT,14608960.00,US,US,L,100
2022,Data Analyst,MI,FT,4165543.00,GB,GB,M,100
2022,Data Scientist,SE,FT,14322510.00,US,US,M,100
2022,Data Scientist,MI,FT,5727572.00,GB,GB,M,0
2022,Data Scientist,MI,FT,3644840.00,GB,GB,M,0
2022,Data Engineer,MI,FT,5247529.00,GR,GR,M,100
2022,Data Engineer,MI,FT,3935587.00,GR,GR,M,100
2022,Data Engineer,MI,FT,6248275.00,GB,GB,M,100
2022,Data Engineer,MI,FT,4686166.00,GB,GB,M,100
2022,Data Scientist,SE,FT,20688070.00,US,US,M,100
2022,Data Science Engineer,SE,FT,4774170.00,AR,MX,L,100
2022,Data Engineer,MI,FT,5084491.00,US,US,M,0
2022,Machine Learning Scientist,MI,FT,12731120.00,US,US,L,100
2022,Machine Learning Scientist,MI,FT,8935655.00,US,US,L,100
2022,Data Science Manager,MI,FT,19176250.00,US,US,M,100
2022,Data Science Manager,MI,FT,12651551.00,US,US,M,100
2022,Data Scientist,SE,FT,14322510.00,US,US,M,0
2022,Data Scientist,SE,FT,6365560.00,US,US,M,0
2022,Data Engineer,MI,FT,6596312.00,US,US,M,0
2022,Data Engineer,SE,FT,8020606.00,US,US,L,100
2022,Data Engineer,MI,FT,3935587.00,ES,ES,M,100
2022,Data Scientist,SE,FT,11171558.00,US,US,L,0
2022,Data Analyst,MI,FT,3124137.00,GB,GB,M,100
2022,Data Analyst,MI,FT,3498353.00,ES,ES,M,100
2022,Data Analyst,MI,FT,2623725.00,ES,ES,M,100
2022,Data Engineer,MI,FT,6996705.00,ES,ES,M,100
2022,Data Engineer,MI,FT,6122077.00,ES,ES,M,100
2022,Data Engineer,MI,FT,8331086.00,GB,GB,M,100
2022,Data Engineer,MI,FT,7289680.00,GB,GB,M,100
2022,Data Engineer,MI,FT,5247529.00,ES,ES,M,100
2022,Data Engineer,MI,FT,6996705.00,GR,GR,M,100
2022,Machine Learning Engineer,SE,FT,15090356.00,US,US,M,0
2022,Machine Learning Engineer,SE,FT,13128649.00,US,US,M,0
2022,Data Analyst,MI,FT,3498353.00,GR,GR,M,100
2022,Data Analyst,MI,FT,2623725.00,GR,GR,M,100
2022,Data Engineer,MI,FT,7810383.00,GB,GB,M,100
2022,Data Engineer,MI,FT,6248275.00,GB,GB,M,100
2022,Data Scientist,SE,FT,17131313.00,US,US,L,0
2022,Data Engineer,MI,FT,6122077.00,GR,GR,M,100
2022,Data Engineer,SE,FT,16637982.00,US,US,L,100
2022,Data Engineer,SE,FT,12301445.00,US,US,L,100
2022,Data Engineer,SE,FT,14322510.00,US,US,M,100
2022,ML Engineer,EN,FT,1749176.00,PT,PT,L,100
2022,Data Engineer,SE,FT,6365560.00,US,US,M,100
2022,Machine Learning Developer,MI,FT,6269360.00,CA,CA,M,100
2022,Director of Data Science,EX,FT,15673521.00,CA,CA,L,50
2022,Machine Learning Engineer,MI,FT,9548340.00,US,US,S,100
2022,Computer Vision Engineer,EN,FT,9946188.00,US,US,M,0
2022,NLP Engineer,MI,FT,2962850.00,US,US,L,50
2022,Data Engineer,SE,FT,8354798.00,US,US,M,100
2022,Lead Machine Learning Engineer,SE,FT,6996705.00,DE,DE,M,0
2022,Business Data Analyst,MI,FT,1467421.00,IN,IN,M,100
2022,Data Scientist,MI,FT,2515590.00,IN,IN,L,100
2022,Machine Learning Infrastructure Engineer,MI,FT,4635321.00,PT,PT,L,50
2022,Financial Data Analyst,EN,FT,7956950.00,US,US,L,50
2022,Data Engineer,MI,PT,4372901.00,DE,DE,L,50
2022,Data Scientist,EN,FT,1467421.00,IN,IN,M,100
2022,Principal Data Scientist,SE,FT,12943889.00,DE,DE,M,100
2022,Data Engineer,EN,FT,9548340.00,US,US,M,100
2022,Research Scientist,SE,FT,11458008.00,US,US,L,50
2022,Data Scientist,SE,FT,8346045.00,US,US,M,100
2022,Data Engineer,SE,FT,7956950.00,US,US,M,100
2022,Data Scientist,SE,FT,11139730.00,US,US,M,100
2022,Data Analyst,MI,FT,10741883.00,US,US,M,100
2022,Data Analyst,MI,FT,3978475.00,US,US,M,100
2022,Data Scientist,SE,FT,17505290.00,US,US,M,100
2022,Data Scientist,SE,FT,11139730.00,US,US,M,100
2022,Data Scientist,MI,FT,14579360.00,GB,GB,M,0
2022,Data Scientist,MI,FT,7289680.00,GB,GB,M,0
2022,Data Scientist,SE,FT,14728314.00,US,US,M,100
2022,Machine Learning Engineer,SE,FT,17505290.00,US,US,M,100
2022,Data Scientist,MI,FT,15913900.00,US,US,M,100
2022,Data Scientist,MI,FT,9548340.00,US,US,M,100
2022,Machine Learning Engineer,SE,FT,9548340.00,AE,AE,S,100
2022,Machine Learning Engineer,SE,FT,5172018.00,AE,AE,S,100
2022,Data Engineer,EX,FT,25780518.00,US,US,M,100
2022,Data Engineer,EX,FT,17187012.00,US,US,M,100
2022,Data Engineer,SE,FT,16709595.00,US,US,M,100
2022,Machine Learning Engineer,SE,FT,9548340.00,US,US,M,100
2022,Data Scientist,SE,FT,18300985.00,US,US,M,100
2022,Data Scientist,EN,PT,7956950.00,DZ,DZ,M,50
2022,Data Scientist,MI,FL,7956950.00,CA,US,M,100
2022,Applied Machine Learning Scientist,EN,CT,2536278.00,TN,CZ,M,100
2022,Head of Data,SE,FT,15913900.00,MY,US,M,100
2022,Principal Data Analyst,MI,FT,5967713.00,CA,CA,S,100
2022,Data Scientist,MI,FT,2831879.00,PL,PL,L,100
2022,Machine Learning Developer,SE,FT,6269360.00,CA,CA,M,100
2022,Data Scientist,SE,FT,7956950.00,BR,US,M,100
2022,Machine Learning Scientist,MI,FT,12174134.00,US,US,M,50
2022,Data Engineer,EN,FT,4617816.00,PK,DE,M,100
2022,Data Scientist,SE,FT,13128968.00,US,US,M,100
2022,Research Scientist,SE,FT,7433940.00,FR,FR,L,50
2022,Data Scientist,EN,FT,4169124.00,CA,CA,L,100
2022,Machine Learning Engineer,SE,FT,4985109.00,NL,NL,L,100
2022,Head of Data,MI,FT,2623725.00,EE,EE,S,100
2022,Data Scientist,EN,FT,3182780.00,JP,MY,L,100
2022,Machine Learning Engineer,MI,FT,6956364.00,AU,AU,L,100
2022,Data Engineer,SE,FT,9150493.00,US,US,M,100
2022,Data Scientist,EN,FT,6898914.00,AU,AU,M,50
2022,Applied Machine Learning Scientist,MI,FT,5967713.00,BO,US,L,100
2022,Research Scientist,MI,FT,5160003.00,AT,AT,L,0
2022,Research Scientist,EN,FT,9548340.00,US,US,L,100
2022,Applied Data Scientist,MI,FT,12492412.00,US,US,L,100
2022,Computer Vision Software Engineer,EN,FT,11935425.00,AU,AU,S,100
2022,Business Data Analyst,MI,FT,5642432.00,CA,CA,L,50
2022,Data Engineer,EN,FT,5172018.00,US,US,S,100
2022,Machine Learning Engineer,SE,FT,5684763.00,IE,IE,S,100
2022,Data Analytics Engineer,EN,FT,1591390.00,PK,PK,M,0
2022,Data Scientist,MI,FT,3819336.00,RU,US,S,100
2022,Data Science Manager,SE,FT,12134349.00,US,US,M,100
2022,Data Engineer,MI,FT,5422423.00,FR,FR,M,100
2022,Data Scientist,MI,FT,9735010.00,CH,CH,L,0
2022,Applied Data Scientist,SE,FT,30236410.00,US,US,L,100
2022,Data Scientist,MI,FT,5517031.00,CA,CA,M,100
2022,Computer Vision Engineer,EN,FT,795695.00,PT,LU,M,100
2022,Data Analyst,MI,FT,1591390.00,GR,GR,S,100
2022,Data Analytics Lead,SE,FT,32225648.00,US,US,L,100
2022,Data Scientist,MI,FT,10741883.00,US,US,L,100
2022,Applied Data Scientist,SE,FT,14083802.00,US,US,L,100
2022,Data Scientist,MI,FT,6206421.00,US,US,M,100
2022,Data Analyst,SE,FT,10741883.00,US,US,M,100
2022,Data Analyst,SE,FT,7956950.00,US,US,M,100
2022,Data Analyst,SE,FT,7186717.00,US,US,M,100
2022,Data Analyst,MI,FT,6763408.00,CA,CA,M,0
2022,Data Analyst,MI,FT,5967713.00,CA,CA,M,0
2022,Machine Learning Engineer,SE,FT,17027873.00,US,US,M,100
2022,Machine Learning Engineer,SE,FT,15325086.00,US,US,M,100
2022,Data Architect,SE,FT,21197315.00,US,US,M,100
2022,Data Architect,SE,FT,16957852.00,US,US,M,100
2022,Data Analyst,SE,FT,8983397.00,US,US,M,100
2022,Data Engineer,SE,FT,12333273.00,US,US,M,100
2022,Data Scientist,MI,FT,11243170.00,US,US,M,0
2022,Data Scientist,MI,FT,8124046.00,US,US,M,0
2022,Data Analyst,SE,FT,9224810.00,US,US,M,100
2022,Data Analyst,SE,FT,6498123.00,US,US,M,100
2022,Data Engineer,MI,FT,16446936.00,US,US,M,0
2022,Data Engineer,MI,FT,7885337.00,US,US,M,0
2022,Data Engineer,SE,FT,10344035.00,US,US,M,100
2022,Data Engineer,SE,FT,9150493.00,US,US,M,100
2022,Data Engineer,SE,FT,8792430.00,US,US,M,100
2022,Data Engineer,SE,FT,10344035.00,US,US,M,100
2022,Data Analyst,SE,FT,7881359.00,US,US,M,100
2022,Data Engineer,SE,FT,12731120.00,US,US,M,100
2022,Data Scientist,SE,FT,16335618.00,US,US,L,0
2022,Data Scientist,SE,FT,11171558.00,US,US,L,0
2022,Data Scientist,SE,FT,14004232.00,US,US,M,100
2022,Data Scientist,SE,FT,11458008.00,US,US,M,100
2022,Data Engineer,SE,FT,15921857.00,US,US,M,100
2022,Data Engineer,SE,FT,12731120.00,US,US,M,100
2022,Data Engineer,SE,FT,11537578.00,US,US,M,100
2022,Data Engineer,SE,FT,5609650.00,US,US,M,0
2022,Data Scientist,SE,FT,16335618.00,US,US,M,0
2022,Data Scientist,SE,FT,11171558.00,US,US,M,0
2022,Analytics Engineer,SE,FT,16335618.00,US,US,M,0
2022,Analytics Engineer,SE,FT,14696487.00,US,US,M,0
2022,Data Engineer,SE,FT,13932619.00,US,US,M,100
2022,Data Engineer,SE,FT,11159622.00,US,US,M,100
2022,Data Analyst,SE,FT,9241997.00,US,US,M,100
2022,Data Engineer,SE,FT,4296753.00,US,US,M,0
2022,Data Analyst,SE,FT,13526815.00,US,US,M,100
2022,Data Analyst,MI,FT,5206869.00,GB,GB,M,0
2022,Data Analyst,SE,FT,6365560.00,US,US,M,100
2022,Data Scientist,SE,FT,11139730.00,US,US,M,100
2022,Data Scientist,SE,FT,16709595.00,US,US,M,100
2022,Data Scientist,SE,FT,11139730.00,US,US,M,100
2022,Data Analyst,SE,FT,7956950.00,US,US,M,100
2022,Data Analyst,SE,FT,5490296.00,US,US,M,100
2022,Data Scientist,SE,FT,16709595.00,US,US,M,100
2022,Data Scientist,SE,FT,11139730.00,US,US,M,100
2022,Data Scientist,SE,FT,16709595.00,US,US,M,100
2022,Data Analyst,SE,FT,11941393.00,US,US,M,100
2022,Data Engineer,SE,FT,7956950.00,US,US,M,100
2022,Data Engineer,SE,FT,1989238.00,US,US,M,100
2022,Data Analyst,SE,FT,10065542.00,US,US,M,100
2022,Data Analyst,SE,FT,8455055.00,US,US,M,100
2022,Data Engineer,SE,FT,17514043.00,US,US,M,100
2022,Data Engineer,SE,FT,12737486.00,US,US,M,100
2022,Data Analyst,SE,FT,8354798.00,US,US,M,100
2022,Data Analyst,SE,FT,8826247.00,US,US,M,100
2022,Data Analyst,MI,FT,3644840.00,GB,GB,M,0
2022,Data Scientist,SE,FT,11139730.00,US,US,M,100
2022,Data Analyst,SE,FT,7877381.00,US,US,M,0
2022,Data Analyst,SE,FT,4774170.00,US,US,M,100
2022,Data Architect,SE,FT,15322221.00,US,US,M,100
2022,Data Architect,SE,FT,11525960.00,US,US,M,100
2022,Data Scientist,SE,FT,18300985.00,US,US,M,100
2022,Data Scientist,SE,FT,11935425.00,US,US,M,100
2022,Data Analytics Manager,SE,FT,11956113.00,US,US,M,100
2022,Data Analytics Manager,SE,FT,8695355.00,US,US,M,100
2022,Data Scientist,SE,FT,16709595.00,US,US,M,100
2022,Data Analyst,SE,FT,13526815.00,US,US,M,100
2022,Data Scientist,MI,FT,12731120.00,US,US,M,100
2022,Data Scientist,MI,FT,10344035.00,US,US,M,100
2022,Data Analyst,EN,FT,5331157.00,CA,CA,M,0
2022,Data Analyst,EN,FT,4137614.00,CA,CA,M,0
2022,Data Engineer,SE,FT,12253703.00,US,US,M,100
